Time,EulerAngle1,EulerAngle2,EulerAngle3
0.0,0.0,0.0,0.0
0.01,0.5729759114513195,0.5729472629927626,0.0028648746427147654
0.02,1.1460665849533473,1.1458373800014185,0.0114606476895604
0.03,1.7193890928576074,1.7186154258811432,0.02579083446693246
0.04,2.2930553632319373,2.291221161483577,0.045861130127334934
0.05,2.8671789822696816,2.8635957529630423,0.07167948637956242
0.06,3.441876535809288,3.4356830165044174,0.10325626572158712
0.07,4.017263308090114,4.007425039831142,0.14060407940494188
0.08,4.593454864810846,4.578763677836562,0.18373783446036906
0.09,5.170567077239518,5.149640491591471,0.23267473436865765
0.1,5.748716188440766,5.71999672968843,0.2874342809870736
0.11,6.328018833407175,6.289773263934232,0.3480382749376281
0.12,6.908592115469867,6.85891058146408,0.4145108185505949
0.13,7.490553605311056,7.4273487004602075,0.4868783141938739
0.14,8.07402140567452,7.9950271517630265,0.565169465989617
0.15,8.659114194479907,8.561884939474044,0.6494152807761832
0.16,9.245951263808005,9.127860497341004,0.7396490709521825
0.17,9.834652553719211,9.692891642622198,0.8359064502980611
0.18,10.425338690420428,10.256915534196269,0.9382253334016383
0.19,11.0181310214809,10.819868628738252,1.0466459341953853
0.2,11.613151647524383,11.381686632841967,1.161210767604573
0.21,12.210523450485564,11.942304456266253,1.2819646410529784
0.22,12.810370123427743,12.501656166825668,1.4089546492513803
0.23,13.41281619831053,13.059674944512935,1.5422301683949944
0.24,14.017987101399656,13.616293062852971,1.6818428551003373
0.25,14.626009150592331,14.171441817994321,1.8278466316385882
0.26,15.237009565441115,14.725051472227467,1.980297671617543
0.27,15.851116476962584,15.27705119993081,2.1392543835503854
0.28,16.46845904122917,15.827369128496668,2.3047774204988376
0.29,17.089167305165056,16.37593215910726,2.4769296238366065
0.3,17.713372307249315,16.92266600201105,2.6557760250907854
0.31,18.34120604898663,17.467495098814716,2.8413838121254202
0.32,18.972801533415925,18.010342607039608,3.0338223118728997
0.33,19.608292765116104,18.55113035376478,3.2331629603085132
0.34,20.247814655266808,19.089778713203774,3.439479239006301
0.35000000000000003,20.891503053347375,19.626206598021366,3.6528466466641185
0.36,21.539494727282204,20.16033141054083,3.8733426521875916
0.37,22.191927336794333,20.692068993342478,4.101046642011341
0.38,22.84893940018241,21.221333579901376,4.3360398613996765
0.39,23.510670254055295,21.7480377453544,4.578405349248627
0.4,24.177260005535242,22.272092357497627,4.828227865887594
0.41000000000000003,24.84884947641676,22.79340652812656,5.085593813355233
0.42,25.52558013874519,23.311887564844415,5.350591147600893
0.43,26.207594086163642,23.827440956576822,5.623309300865344
0.44,26.89503394116614,24.339970317516467,5.9038390737098
0.45,27.588042688968585,24.849377287397672,6.192272489246603
0.46,28.286763617413843,25.355561519995952,6.488702685256108
0.47000000000000003,28.9913402017774,25.858420639907646,6.7932237776451085
0.48,29.701915977221667,26.357850200729274,7.105930712067123
0.49,30.418634398387027,26.85374364499,7.42691910308679
0.5,31.141638685437503,27.345992266090978,7.756285060194301
0.51,31.871071655870814,27.834485172525095,8.09412499996841
0.52,32.60707554139952,28.31910925467164,8.440535443683265
